Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,dataset
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,2022-01-05 18:15:00,2022-04-02 12:35:00,18h 20m,1 stop,In-flight meal not included,5406.0,train
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 20:00:00,2022-05-07 08:15:00,12h 15m,1 stop,No info,14388.0,train
IndiGo,2019-09-03,Chennai,Kolkata,MAA → CCU,2022-01-05 11:35:00,2022-01-05 14:00:00,2h 25m,non-stop,No info,6297.0,train
Jet Airways,2019-12-05,Banglore,Delhi,BLR → DEL,2022-01-05 19:50:00,2022-01-05 22:50:00,3h,non-stop,No info,7229.0,train
Jet Airways,2019-06-03,Delhi,Cochin,DEL → AMD → BOM → COK,2022-01-05 19:10:00,2022-03-08 04:25:00,33h 15m,2 stops,No info,20694.0,train
Air Asia,2019-06-21,Banglore,Delhi,BLR → DEL,2022-01-05 04:55:00,2022-01-05 07:45:00,2h 50m,non-stop,No info,4282.0,train
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:30:00,2022-05-19 01:30:00,14h,1 stop,No info,13727.0,train
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:25:00,2022-01-05 19:15:00,7h 50m,1 stop,No info,8614.0,train
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 18:00:00,2022-03-22 01:35:00,7h 35m,1 stop,No info,7363.0,train
Air India,2019-05-15,Delhi,Cochin,DEL → GOI → BOM → COK,2022-01-05 22:00:00,2022-05-16 19:15:00,21h 15m,2 stops,No info,11281.0,train
GoAir,2019-05-18,Banglore,Delhi,BLR → DEL,2022-01-05 11:40:00,2022-01-05 14:30:00,2h 50m,non-stop,No info,4340.0,train
IndiGo,2019-09-03,Kolkata,Banglore,CCU → BLR,2022-01-05 17:15:00,2022-01-05 19:55:00,2h 40m,non-stop,No info,4778.0,train
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:30:00,2022-05-28 12:35:00,25h 5m,1 stop,In-flight meal not included,12898.0,train
IndiGo,2019-04-15,Delhi,Cochin,DEL → HYD → COK,2022-01-05 08:35:00,2022-01-05 16:10:00,7h 35m,1 stop,No info,6442.0,train
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:30:00,2022-01-05 19:00:00,7h 30m,1 stop,No info,14714.0,train
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → HYD → COK,2022-01-05 13:15:00,2022-01-05 22:30:00,9h 15m,1 stop,No info,8018.0,train
Air India,2019-06-05,Kolkata,Banglore,CCU → BLR,2022-01-05 20:45:00,2022-01-05 23:20:00,2h 35m,non-stop,No info,4145.0,train
IndiGo,2019-09-05,Mumbai,Hyderabad,BOM → HYD,2022-01-05 16:55:00,2022-01-05 18:25:00,1h 30m,non-stop,No info,4784.0,train
Air India,2019-12-03,Banglore,New Delhi,BLR → MAA → DEL,2022-01-05 11:50:00,2022-01-05 19:50:00,8h,1 stop,No info,11707.0,train
SpiceJet,2019-03-21,Kolkata,Banglore,CCU → BLR,2022-01-05 17:15:00,2022-01-05 19:45:00,2h 30m,non-stop,No check-in baggage included,3815.0,train
Air India,2019-01-03,Banglore,New Delhi,BLR → COK → DEL,2022-01-05 22:00:00,2022-03-02 13:20:00,15h 20m,1 stop,No info,21130.0,train
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 13:00:00,2022-01-05 18:50:00,5h 50m,1 stop,No info,17024.0,train
SpiceJet,2019-06-21,Kolkata,Banglore,CCU → BLR,2022-01-05 09:00:00,2022-01-05 11:25:00,2h 25m,non-stop,No info,3873.0,train
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 17:00:00,2022-06-07 19:10:00,26h 10m,1 stop,No info,14151.0,train
IndiGo,2019-06-18,Kolkata,Banglore,CCU → BLR,2022-01-05 21:25:00,2022-06-19 00:05:00,2h 40m,non-stop,No info,4804.0,train
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:05:00,2022-05-28 04:25:00,21h 20m,1 stop,In-flight meal not included,12898.0,train
IndiGo,2019-03-05,Banglore,Delhi,BLR → DEL,2022-01-05 22:10:00,2022-05-04 01:00:00,2h 50m,non-stop,No info,4284.0,train
Jet Airways,2019-04-21,Banglore,Delhi,BLR → DEL,2022-01-05 08:20:00,2022-01-05 11:20:00,3h,non-stop,No info,7229.0,train
IndiGo,2019-03-15,Banglore,New Delhi,BLR → HYD → DEL,2022-01-05 07:30:00,2022-01-05 12:20:00,4h 50m,1 stop,No info,6114.0,train
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:30:00,2022-01-05 19:15:00,7h 45m,1 stop,No info,14848.0,train
IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 04:45:00,2022-01-05 15:30:00,10h 45m,1 stop,No info,13611.0,train
Jet Airways,2019-12-06,Banglore,Delhi,BLR → DEL,2022-01-05 07:10:00,2022-01-05 10:10:00,3h,non-stop,No info,8016.0,train
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 08:25:00,2022-01-05 18:15:00,9h 50m,1 stop,No info,14571.0,train
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:00:00,2022-01-05 19:00:00,10h,1 stop,In-flight meal not included,10675.0,train
IndiGo,2019-05-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 04:55:00,2022-01-05 11:50:00,6h 55m,1 stop,No info,6794.0,train
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 09:55:00,2022-03-28 04:25:00,18h 30m,1 stop,In-flight meal not included,6540.0,train
Vistara,2019-09-03,Banglore,New Delhi,BLR → DEL,2022-01-05 11:30:00,2022-01-05 14:10:00,2h 40m,non-stop,No info,7240.0,train
Air India,2019-06-15,Delhi,Cochin,DEL → HYD → MAA → COK,2022-01-05 13:15:00,2022-06-16 09:25:00,20h 10m,2 stops,No info,8839.0,train
SpiceJet,2019-06-06,Kolkata,Banglore,CCU → BLR,2022-01-05 09:00:00,2022-01-05 11:25:00,2h 25m,non-stop,No info,3873.0,train
Air India,2019-06-06,Delhi,Cochin,DEL → BHO → BOM → COK,2022-01-05 20:00:00,2022-06-07 19:15:00,23h 15m,2 stops,No info,11596.0,train
Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:00:00,2022-01-05 19:15:00,11h 15m,1 stop,No info,7199.0,train
Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:05:00,2022-01-05 12:35:00,5h 30m,1 stop,In-flight meal not included,12898.0,train
Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:45:00,2022-01-05 19:00:00,10h 15m,1 stop,No info,12524.0,train
Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,2022-01-05 05:30:00,2022-06-25 04:25:00,22h 55m,2 stops,In-flight meal not included,10368.0,train
Jet Airways,2019-03-15,Mumbai,Hyderabad,BOM → HYD,2022-01-05 10:20:00,2022-01-05 11:50:00,1h 30m,non-stop,No info,8040.0,train
GoAir,2019-03-04,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:35:00,2022-01-05 19:35:00,9h,1 stop,No info,5135.0,train
Air India,2019-09-03,Banglore,New Delhi,BLR → HYD → DEL,2022-01-05 06:50:00,2022-01-05 23:10:00,16h 20m,1 stop,No info,5626.0,train
Air India,2019-06-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:00:00,2022-01-05 19:15:00,12h 15m,1 stop,No info,15809.0,train
IndiGo,2019-06-27,Delhi,Cochin,DEL → HYD → COK,2022-01-05 16:10:00,2022-01-05 22:30:00,6h 20m,1 stop,No info,6412.0,train
Jet Airways,2019-01-06,Delhi,Cochin,DEL → JDH → BOM → COK,2022-01-05 11:40:00,2022-01-05 19:00:00,7h 20m,2 stops,No info,18804.0,train
IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,2022-01-05 21:20:00,2022-01-05 22:50:00,1h 30m,non-stop,No info,2227.0,train
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → HYD → COK,2022-01-05 07:05:00,2022-01-05 22:20:00,15h 15m,1 stop,No info,6916.0,train
Air India,2019-06-27,Mumbai,Hyderabad,BOM → HYD,2022-01-05 21:05:00,2022-01-05 22:25:00,1h 20m,non-stop,No info,3100.0,train
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 06:30:00,2022-01-05 12:00:00,5h 30m,1 stop,No info,14388.0,train
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 16:00:00,2022-03-28 01:35:00,9h 35m,1 stop,No info,12327.0,train
Jet Airways,2019-03-06,Delhi,Cochin,DEL → JAI → BOM → COK,2022-01-05 19:30:00,2022-06-04 04:25:00,8h 55m,2 stops,No info,13014.0,train
Vistara,2019-04-15,Banglore,Delhi,BLR → DEL,2022-01-05 09:45:00,2022-01-05 12:35:00,2h 50m,non-stop,No info,5403.0,train
Multiple carriers,2019-09-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:40:00,2022-01-05 21:00:00,12h 20m,1 stop,No info,18228.0,train
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 20:00:00,2022-06-07 19:50:00,23h 50m,1 stop,In-flight meal not included,10844.0,train
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 11:30:00,2022-03-07 04:25:00,16h 55m,1 stop,In-flight meal not included,13843.0,train
SpiceJet,2019-01-03,Banglore,New Delhi,BLR → DEL,2022-01-05 09:35:00,2022-01-05 12:30:00,2h 55m,non-stop,No info,11690.0,train
Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 17:00:00,2022-05-02 09:05:00,16h 5m,1 stop,No info,8452.0,train
Air India,2019-05-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 20:00:00,2022-05-28 19:15:00,23h 15m,1 stop,No info,8372.0,train
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 14:00:00,2022-06-07 04:25:00,14h 25m,1 stop,In-flight meal not included,10262.0,train
Jet Airways,2019-06-15,Mumbai,Hyderabad,BOM → HYD,2022-01-05 10:20:00,2022-01-05 11:50:00,1h 30m,non-stop,No info,5678.0,train
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 20:25:00,2022-05-13 09:45:00,13h 20m,1 stop,No info,14151.0,train
Jet Airways,2019-04-21,Banglore,Delhi,BLR → DEL,2022-01-05 18:55:00,2022-01-05 22:00:00,3h 5m,non-stop,In-flight meal not included,4544.0,train
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 09:35:00,2022-06-13 14:25:00,28h 50m,1 stop,No info,12692.0,train
Jet Airways,2019-09-03,Delhi,Cochin,DEL → IXC → BOM → COK,2022-01-05 13:45:00,2022-03-10 04:25:00,14h 40m,2 stops,No info,17019.0,train
IndiGo,2019-03-03,Kolkata,Banglore,CCU → BLR,2022-01-05 09:35:00,2022-01-05 12:20:00,2h 45m,non-stop,No info,6565.0,train
GoAir,2019-03-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:00:00,2022-01-05 12:50:00,5h 50m,1 stop,No info,5281.0,train
Multiple carriers,2019-09-06,Delhi,Cochin,DEL → HYD → COK,2022-01-05 07:05:00,2022-01-05 16:10:00,9h 5m,1 stop,No info,9646.0,train
IndiGo,2019-06-03,Mumbai,Hyderabad,BOM → HYD,2022-01-05 02:30:00,2022-01-05 04:00:00,1h 30m,non-stop,No info,3175.0,train
Air India,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,2022-01-05 19:45:00,2022-06-28 19:15:00,23h 30m,2 stops,No info,9653.0,train
Air India,2019-06-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 23:00:00,2022-03-07 07:40:00,8h 40m,1 stop,No info,14777.0,train
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 04:55:00,2022-01-05 19:15:00,14h 20m,1 stop,No info,7155.0,train
SpiceJet,2019-06-06,Chennai,Kolkata,MAA → CCU,2022-01-05 08:20:00,2022-01-05 10:35:00,2h 15m,non-stop,No check-in baggage included,3543.0,train
IndiGo,2019-09-05,Kolkata,Banglore,CCU → BLR,2022-01-05 09:35:00,2022-01-05 12:20:00,2h 45m,non-stop,No info,4804.0,train
IndiGo,2019-03-03,Delhi,Cochin,DEL → HYD → COK,2022-01-05 06:40:00,2022-01-05 12:00:00,5h 20m,1 stop,No info,9304.0,train
IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,2022-01-05 21:15:00,2022-04-16 00:15:00,3h,non-stop,No info,3943.0,train
IndiGo,2019-01-06,Delhi,Cochin,DEL → BLR → COK,2022-01-05 17:05:00,2022-01-05 22:25:00,5h 20m,1 stop,No info,7060.0,train
Air India,2019-06-15,Banglore,Delhi,BLR → DEL,2022-01-05 21:05:00,2022-01-05 23:55:00,2h 50m,non-stop,No info,5228.0,train
SpiceJet,2019-06-24,Chennai,Kolkata,MAA → CCU,2022-01-05 08:20:00,2022-01-05 10:35:00,2h 15m,non-stop,No info,3597.0,train
SpiceJet,2019-03-04,Banglore,Delhi,BLR → DEL,2022-01-05 21:10:00,2022-04-04 00:05:00,2h 55m,non-stop,No info,3971.0,train
Multiple carriers,2019-06-05,Delhi,Cochin,DEL → BOM → COK,2022-01-05 13:00:00,2022-01-05 21:00:00,8h,1 stop,No info,13727.0,train
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 20:25:00,2022-04-02 22:05:00,25h 40m,1 stop,No info,12121.0,train
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 19:15:00,2022-06-04 19:00:00,23h 45m,1 stop,In-flight meal not included,10262.0,train
Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 14:00:00,2022-06-02 12:35:00,22h 35m,1 stop,In-flight meal not included,10262.0,train
Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 19:45:00,2022-06-02 04:25:00,8h 40m,1 stop,No info,14714.0,train
Jet Airways,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,2022-01-05 19:10:00,2022-03-22 18:50:00,23h 40m,2 stops,In-flight meal not included,8834.0,train
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 04:45:00,2022-01-05 12:35:00,7h 50m,1 stop,No info,9838.0,train
IndiGo,2019-05-18,Kolkata,Banglore,CCU → HYD → BLR,2022-01-05 15:15:00,2022-01-05 20:05:00,4h 50m,1 stop,No info,4775.0,train
IndiGo,2019-03-05,Banglore,Delhi,BLR → DEL,2022-01-05 18:55:00,2022-01-05 21:50:00,2h 55m,non-stop,No info,4823.0,train
Air India,2019-05-15,Kolkata,Banglore,CCU → IXR → DEL → BLR,2022-01-05 05:50:00,2022-05-16 12:30:00,30h 40m,2 stops,No info,12723.0,train
IndiGo,2019-06-15,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:35:00,2022-06-16 01:30:00,14h 55m,1 stop,No info,5883.0,train
Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 17:00:00,2022-05-25 20:20:00,27h 20m,1 stop,No info,9870.0,train
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 13:00:00,2022-06-04 12:35:00,23h 35m,1 stop,In-flight meal not included,10262.0,train
Multiple carriers,2019-09-06,Delhi,Cochin,DEL → HYD → COK,2022-01-05 07:10:00,2022-01-05 16:10:00,9h,1 stop,No info,6513.0,train
Air India,2019-05-15,Kolkata,Banglore,CCU → BOM → COK → BLR,2022-01-05 16:50:00,2022-05-16 13:45:00,20h 55m,2 stops,No info,15532.0,train
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 22:50:00,2022-06-07 19:00:00,20h 10m,1 stop,No info,14714.0,train
Vistara,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 20:20:00,2022-05-19 10:45:00,14h 25m,1 stop,No info,9187.0,train
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,2022-01-05 14:55:00,2022-01-05 22:30:00,7h 35m,1 stop,No info,7038.0,train
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 14:00:00,2022-01-05 21:00:00,7h,1 stop,No info,13587.0,train
Jet Airways,2019-03-06,Banglore,Delhi,BLR → DEL,2022-01-05 11:10:00,2022-01-05 14:05:00,2h 55m,non-stop,No info,8016.0,train
IndiGo,2019-06-06,Mumbai,Hyderabad,BOM → HYD,2022-01-05 09:15:00,2022-01-05 10:45:00,1h 30m,non-stop,No info,4049.0,train
Jet Airways,2019-06-03,Mumbai,Hyderabad,BOM → HYD,2022-01-05 07:10:00,2022-01-05 08:35:00,1h 25m,non-stop,No info,9536.0,train
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 08:25:00,2022-01-05 18:15:00,9h 50m,1 stop,No info,14571.0,train
Jet Airways,2019-06-06,Delhi,Cochin,DEL → JDH → BOM → COK,2022-01-05 11:40:00,2022-01-05 19:00:00,7h 20m,2 stops,In-flight meal not included,15812.0,train
Air Asia,2019-06-06,Delhi,Cochin,DEL → BLR → COK,2022-01-05 07:55:00,2022-01-05 22:25:00,14h 30m,1 stop,No info,8759.0,train
Air India,2019-05-21,Kolkata,Banglore,CCU → BBI → BOM → BLR,2022-01-05 12:00:00,2022-01-05 21:50:00,9h 50m,2 stops,No info,10151.0,train
IndiGo,2019-05-15,Kolkata,Banglore,CCU → BLR,2022-01-05 15:30:00,2022-01-05 18:05:00,2h 35m,non-stop,No info,4804.0,train
IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,2022-01-05 17:30:00,2022-06-25 01:30:00,8h,1 stop,No info,6104.0,train
Air India,2019-06-05,Kolkata,Banglore,CCU → BLR,2022-01-05 14:15:00,2022-01-05 16:45:00,2h 30m,non-stop,No info,5510.0,train
IndiGo,2019-09-05,Delhi,Cochin,DEL → BLR → COK,2022-01-05 17:05:00,2022-01-05 22:25:00,5h 20m,1 stop,No info,6027.0,train
SpiceJet,2019-05-21,Kolkata,Banglore,CCU → BLR,2022-01-05 09:00:00,2022-01-05 11:25:00,2h 25m,non-stop,No info,4174.0,train
IndiGo,2019-05-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:35:00,2022-05-22 01:30:00,14h 55m,1 stop,No info,6794.0,train
Air India,2019-06-03,Delhi,Cochin,DEL → BHO → BOM → COK,2022-01-05 05:55:00,2022-03-07 07:40:00,25h 45m,2 stops,No info,15428.0,train
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 20:00:00,2022-05-07 19:50:00,23h 50m,1 stop,No info,14388.0,train
IndiGo,2019-05-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 15:00:00,2022-05-22 01:30:00,10h 30m,1 stop,No info,6896.0,train
IndiGo,2019-03-21,Banglore,New Delhi,BLR → DEL,2022-01-05 18:25:00,2022-01-05 21:20:00,2h 55m,non-stop,No info,6144.0,train
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,2022-01-05 22:50:00,2022-03-07 05:05:00,6h 15m,1 stop,No info,19225.0,train
Air India,2019-09-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,2022-01-05 16:45:00,2022-05-10 08:55:00,16h 10m,2 stops,No info,13227.0,train
Jet Airways,2019-03-27,Delhi,Cochin,DEL → IDR → BOM → COK,2022-01-05 05:25:00,2022-03-28 04:25:00,23h,2 stops,No info,11664.0,train
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 18:55:00,2022-05-13 18:15:00,23h 20m,1 stop,In-flight meal not included,10844.0,train
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 21:10:00,2022-06-07 04:40:00,7h 30m,1 stop,In-flight meal not included,7757.0,train
IndiGo,2019-12-05,Mumbai,Hyderabad,BOM → HYD,2022-01-05 19:05:00,2022-01-05 20:35:00,1h 30m,non-stop,No info,2754.0,train
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,2022-01-05 07:00:00,2022-01-05 21:00:00,14h,1 stop,No info,7618.0,train
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 16:30:00,2022-01-05 23:35:00,7h 5m,1 stop,No info,14781.0,train
IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,2022-01-05 00:30:00,2022-01-05 03:25:00,2h 55m,non-stop,No info,4284.0,train
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:45:00,2022-01-05 21:00:00,12h 15m,1 stop,No info,7740.0,train
IndiGo,2019-06-15,Banglore,Delhi,BLR → DEL,2022-01-05 01:30:00,2022-01-05 04:15:00,2h 45m,non-stop,No info,3419.0,train
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 08:25:00,2022-05-13 04:40:00,20h 15m,1 stop,No info,13941.0,train
Air India,2019-09-06,Kolkata,Banglore,CCU → IXR → DEL → BLR,2022-01-05 05:50:00,2022-06-10 08:55:00,27h 5m,2 stops,No info,12723.0,train
Jet Airways,2019-12-06,Delhi,Cochin,DEL → ATQ → BOM → COK,2022-01-05 08:10:00,2022-06-13 04:25:00,20h 15m,2 stops,No info,14300.0,train
Air India,2019-03-05,Banglore,Delhi,BLR → DEL,2022-01-05 10:00:00,2022-01-05 12:45:00,2h 45m,non-stop,No info,6121.0,train
Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:00:00,2022-01-05 19:45:00,11h 45m,1 stop,No info,17549.0,train
SpiceJet,2019-03-27,Mumbai,Hyderabad,BOM → HYD,2022-01-05 22:45:00,2022-03-28 00:10:00,1h 25m,non-stop,No info,1759.0,train
IndiGo,2019-12-05,Banglore,Delhi,BLR → DEL,2022-01-05 06:05:00,2022-01-05 08:50:00,2h 45m,non-stop,No info,4423.0,train
Jet Airways,2019-09-04,Banglore,Delhi,BLR → DEL,2022-01-05 07:10:00,2022-01-05 10:10:00,3h,non-stop,In-flight meal not included,4544.0,train
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:00:00,2022-01-05 19:00:00,11h,1 stop,No info,12402.0,train
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 08:25:00,2022-05-02 09:20:00,24h 55m,1 stop,In-flight meal not included,9663.0,train
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 20:00:00,2022-04-02 22:35:00,26h 35m,1 stop,No info,12681.0,train
Air India,2019-01-04,Delhi,Cochin,DEL → MAA → COK,2022-01-05 09:45:00,2022-04-02 09:25:00,23h 40m,1 stop,No info,5117.0,train
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,2022-01-05 13:00:00,2022-05-22 12:35:00,23h 35m,1 stop,In-flight meal not included,12898.0,train
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 06:30:00,2022-05-07 08:15:00,25h 45m,1 stop,No info,13941.0,train
Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,2022-01-05 06:00:00,2022-01-05 08:45:00,2h 45m,non-stop,In-flight meal not included,4030.0,train
IndiGo,2019-01-03,Mumbai,Hyderabad,BOM → HYD,2022-01-05 06:20:00,2022-01-05 07:45:00,1h 25m,non-stop,No info,17501.0,train
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 14:05:00,2022-06-13 09:20:00,19h 15m,1 stop,In-flight meal not included,8529.0,train
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,2022-01-05 10:00:00,2022-05-16 01:30:00,15h 30m,1 stop,No info,8073.0,train
Air India,2019-09-05,Delhi,Cochin,DEL → JAI → BOM → COK,2022-01-05 18:45:00,2022-05-10 19:15:00,24h 30m,2 stops,No info,11942.0,train
Jet Airways,2019-03-21,Delhi,Cochin,DEL → JAI → BOM → COK,2022-01-05 05:30:00,2022-01-05 18:50:00,13h 20m,2 stops,No info,11702.0,train
IndiGo,2019-03-06,Delhi,Cochin,DEL → HYD → COK,2022-01-05 08:35:00,2022-01-05 16:10:00,7h 35m,1 stop,No info,6442.0,train
IndiGo,2019-06-24,Kolkata,Banglore,CCU → BLR,2022-01-05 09:35:00,2022-01-05 12:20:00,2h 45m,non-stop,No info,4804.0,train
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,2022-01-05 08:30:00,2022-01-05 11:20:00,2h 50m,non-stop,No info,4823.0,train
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,2022-01-05 08:50:00,2022-01-05 19:00:00,10h 10m,1 stop,No info,10877.0,train
Air India,2019-09-06,Kolkata,Banglore,CCU → BBI → BOM → BLR,2022-01-05 12:00:00,2022-06-10 18:30:00,30h 30m,2 stops,No info,10151.0,train
Air India,2019-06-21,Delhi,Cochin,DEL → COK,2022-01-05 05:10:00,2022-01-05 08:00:00,2h 50m,non-stop,No info,5201.0,train
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,2022-01-05 09:35:00,2022-01-05 18:00:00,8h 25m,1 stop,No info,13067.0,train
IndiGo,2019-03-24,Mumbai,Hyderabad,BOM → HYD,2022-01-05 02:30:00,2022-01-05 04:00:00,1h 30m,non-stop,No info,2754.0,train
Air India,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 09:25:00,2022-01-05 21:50:00,12h 25m,1 stop,No info,8366.0,train
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,2022-01-05 18:55:00,2022-05-22 19:50:00,24h 55m,1 stop,In-flight meal not included,10844.0,train
Vistara,2019-06-18,Banglore,Delhi,BLR → DEL,2022-01-05 17:00:00,2022-01-05 19:35:00,2h 35m,non-stop,No info,4878.0,train
Air India,2019-05-21,Delhi,Cochin,DEL → GOI → BOM → COK,2022-01-05 22:00:00,2022-05-22 19:15:00,21h 15m,2 stops,No info,10231.0,train
Jet Airways,2019-06-15,Delhi,Cochin,DEL → IDR → BOM → COK,2022-01-05 05:30:00,2022-06-16 04:25:00,22h 55m,2 stops,No info,13292.0,train
IndiGo,2019-12-06,Kolkata,Banglore,CCU → BLR,2022-01-05 11:30:00,2022-01-05 14:05:00,2h 35m,non-stop,No info,4804.0,train
